Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
PRKAR1A	gene	PRKAR1A	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Acrodysostosis 1, with or without hormone resistance, OMIM:101800				21651393;22464250;22464252;28804209;23425300;25075981;26763073		False	3	67;33;0	7.5	False	Other	ENSG00000108946	ENSG00000108946	HGNC:9388													
PRKG2	gene	PRKG2	Expert Review Green;Literature	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Acromesomelic dysplasia 4, OMIM:619636;Spondylometaphyseal dysplasia, Pagnamenta type, OMIM:619638				33106379;34782440;34680883		False	3	100;0;0	7.5	False		ENSG00000138669	ENSG00000138669	HGNC:9416													
PRMT7	gene	PRMT7	Expert Review Green;NHS GMS;Other	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Short stature, brachydactyly, intellectual developmental disability, and seizures  617157						False	3	67;33;0	7.5	True		ENSG00000132600	ENSG00000132600	HGNC:25557													
PSAT1	gene	PSAT1	Expert list;Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Neu-Laxova syndrome 2 616038						False	3	67;33;0	7.5	False		ENSG00000135069	ENSG00000135069	HGNC:19129													
PSMC3	gene	PSMC3	Expert Review Green;Literature;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	neurodevelopmental disorder, MONDO:0700092;scoliosis, MONDO:0005392;Acetabular dysplasia, HP:0008807;brachymetatarsy				37256937		False	3	100;0;0	7.5	False		ENSG00000165916	ENSG00000165916	HGNC:9549													
PSPH	gene	PSPH	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Phosphoserine phosphatase deficiency 614023						False	3	67;33;0	7.5	False		ENSG00000146733	ENSG00000146733	HGNC:9577													
PTDSS1	gene	PTDSS1	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Lenz-Majewski hyperostotic dwarfism 151050						False	3	67;33;0	7.5	False		ENSG00000156471	ENSG00000156471	HGNC:9587													
PTH1R	gene	PTH1R	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Failure of tooth eruption, primary 125350;Eiken syndrome 600002;Metaphyseal chondrodysplasia, Murk Jansen type 156400;Chondrodysplasia, Blomstrand type 215045						False	3	75;25;0	7.5	False		ENSG00000160801	ENSG00000160801	HGNC:9608													
PTHLH	gene	PTHLH	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Brachydactyly, type E2 613382;Brachydactyly, type E2	613382"						False	3	67;33;0	7.5	False		ENSG00000087494	ENSG00000087494	HGNC:9607													
PTPN11	gene	PTPN11	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Metachondromatosis 156250;LEOPARD syndrome 1 151100;Noonan syndrome 1 163950;LEOPARD syndrome 1	151100"						False	3	67;33;0	7.5	False		ENSG00000179295	ENSG00000179295	HGNC:9644													
PUF60	gene	PUF60	Expert Review Green;Literature;NHS GMS;Other	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Verheij syndrome, 615583;PUF60 syndrome;VRJS;Chromosome 8q24.3 deletion syndrome				27804958;28327570;24140112		False	3	67;33;0	7.5	False		ENSG00000179950	ENSG00000179950	HGNC:17042													
PYCR1	gene	PYCR1	Emory Genetics Laboratory;Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Cutis laxa, autosomal recessive, type IIB 612940;Cutis laxa, autosomal recessive, type IIIB 614438						False	3	67;33;0	7.5	False		ENSG00000183010	ENSG00000183010	HGNC:9721													
RAB23	gene	RAB23	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Carpenter syndrome 201000						False	3	67;33;0	7.5	False		ENSG00000112210	ENSG00000112210	HGNC:14263													
RAB33B	gene	RAB33B	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Smith-McCort dysplasia 2 615222				22652534;16470731;23042644;28127940		False	3	67;33;0	7.5	False		ENSG00000172007	ENSG00000172007	HGNC:16075													
RASGRP2	gene	RASGRP2	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Bleeding disorder, platelet-type, 18 615888, also with osteopetrosis like bone abnormalities and neurodevelopmental defects;Bleeding disorder, platelet-type, 18 615888				24958846;18709451		False	3	67;33;0	7.5	False		ENSG00000068831	ENSG00000068831	HGNC:9879													
RBM8A	gene	RBM8A	Emory Genetics Laboratory;Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Thrombocytopenia-absent radius syndrome 274000						False	3	67;33;0	7.5	False		ENSG00000131795	ENSG00000265241	HGNC:9905													
RBPJ	gene	RBPJ	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Adams-Oliver syndrome 3, 614814				28160419;22883147;29924900		False	3	33;67;0	7.5	False		ENSG00000168214	ENSG00000168214	HGNC:5724													
RECQL4	gene	RECQL4	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Baller-Gerold syndrome, OMIM:218600;RAPADILINO syndrome, OMIM:266280;Rothmund-Thomson syndrome, type 2, OMIM:268400						False	3	67;33;0	7.5	False		ENSG00000160957	ENSG00000160957	HGNC:9949													
RFT1	gene	RFT1	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type In 612015						False	3	67;33;0	7.5	False		ENSG00000163933	ENSG00000163933	HGNC:30220													
RINT1	gene	RINT1	Expert Review Green;Literature	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	liver failure;short stature;skeletal abnormalities;Infantile liver failure syndrome 3 OMIM:618641;infantile liver failure syndrome 3 MONDO:0032844				31204009		False	3	100;0;0	7.5	False		ENSG00000135249	ENSG00000135249	HGNC:21876													
RMRP	gene	RMRP	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Cartilage-hair hypoplasia 250250;Anauxetic dysplasia 607095;Metaphyseal dysplasia without hypotrichosis 250460						False	3	67;33;0	7.5	False		ENSG00000269900	ENSG00000269900	HGNC:10031													
RNU4ATAC	gene	RNU4ATAC	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Lowry-Wood syndrome, OMIM:226960;Microcephalic osteodysplastic primordial dwarfism, type I, OMIM:210710;Roifman syndrome, OMIM:616651						False	3	67;33;0	7.5	False		ENSG00000264229	ENSG00000264229	HGNC:34016													
ROR2	gene	ROR2	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Brachydactyly, type B1, OMIM:113000 (AD);Robinow syndrome, autosomal recessive, OMIM:268310 (AR)						False	3	67;33;0	7.5	False		ENSG00000169071	ENSG00000169071	HGNC:10257													
RPGRIP1L	gene	RPGRIP1L	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	COACH syndrome 216360;Meckel syndrome 5 611561;Joubert syndrome 7 611560						False	3	67;33;0	7.5	False		ENSG00000103494	ENSG00000103494	HGNC:29168													
RPL13	gene	RPL13	Expert Review Green;Literature	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Spondyloepimetaphyseal dysplasia, Isidor-Toutain type, OMIM:618728				31630789		False	3	100;0;0	7.5	False		ENSG00000167526	ENSG00000167526	HGNC:10303													
RUNX2	gene	RUNX2	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Metaphyseal dysplasia with maxillary hypoplasia with or without brachydactyly 156510;Cleidocranial dysplasia, forme fruste, with brachydactyly 119600;Cleidocranial dysplasia, forme fruste, dental anomalies only 119600;Cleidocranial dysplasia 119600						False	3	75;25;0	7.5	False		ENSG00000124813	ENSG00000124813	HGNC:10472													
SALL1	gene	SALL1	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Townes Brocks syndrome (Renal-Ear-Anal-Radial syndrome) 107480						False	3	67;33;0	7.5	False		ENSG00000103449	ENSG00000103449	HGNC:10524													
SALL4	gene	SALL4	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Okihiro (Duane-radial ray) syndrome 607323;IVIC syndrome 147750						False	3	67;33;0	7.5	False		ENSG00000101115	ENSG00000101115	HGNC:15924													
SBDS	gene	SBDS	Expert list;Expert Review;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	"Shwachman-Diamond syndrome 260400;Shwachman-Diamond syndrome	260400"						False	3	67;33;0	7.5	False		ENSG00000126524	ENSG00000126524	HGNC:19440													
SCARF2	gene	SCARF2	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Van den Ende-Gupta syndrome 600920						False	3	67;33;0	7.5	False		ENSG00000244486	ENSG00000244486	HGNC:19869													
SCUBE3	gene	SCUBE3	Expert Review Green;Other	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies OMIM:619184;short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 2 MONDO:0030953				33308444		False	3	100;0;0	7.5	False		ENSG00000146197	ENSG00000146197	HGNC:13655													
SEC24D	gene	SEC24D	Expert Review;Expert Review Green;Literature;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Osteogenesis Imperfecta, Cole Carpenter syndrome;Cole-Carpenter syndrome;SYNDROMIC OSTEOGENESIS IMPERFECTA				25683121		False	3	50;50;0	7.5	False		ENSG00000150961	ENSG00000150961	HGNC:10706													
SERPINF1	gene	SERPINF1	Expert;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Osteogenesis imperfecta, type VI, 613982;osteogenesis imperfecta;OI/osteoporosis;Osteogenesis Imperfecta, Recessive						False	3	67;33;0	7.5	False		ENSG00000132386	ENSG00000132386	HGNC:8824													
SERPINH1	gene	SERPINH1	Emory Genetics Laboratory;Expert;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Osteogenesis Imperfecta, Recessive;OI3;Osteogenesis Imperfecta and Decreased Bone Density;skeletal dysplasias;{Preterm premature rupture of the membranes, susceptibility to}, 610504;Osteogenesis imperfecta, type X, 613848				25510505;20188343		False	3	50;50;0	7.5	False		ENSG00000149257	ENSG00000149257	HGNC:1546													
SETD2	gene	SETD2	Expert list;Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Luscan-Lumish syndrome	616831;Luscan-Lumish syndrome 616831"						False	3	67;33;0	7.5	False		ENSG00000181555	ENSG00000181555	HGNC:18420													
SETD5	gene	SETD5	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual developmental disorder, autosomal dominant 23, OMIM:615761;skeletal dysplasia, MONDO:0018230;facial dysmorphism				24680889;28881385		False	3	100;0;0	7.5	False		ENSG00000168137	ENSG00000168137	HGNC:25566													
SF3B4	gene	SF3B4	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Acrofacial dysostosis 1, Nager type 154400						False	3	67;33;0	7.5	False		ENSG00000143368	ENSG00000143368	HGNC:10771													
SFRP4	gene	SFRP4	Expert Review Green;Literature;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	PYL;Metaphyseal dysplasia;Pyle disease 265900				27355534;26273529;20174869;27117872;22965941;28100910;24096177;22387305		False	3	50;50;0	7.5	False		ENSG00000106483	ENSG00000106483	HGNC:10778													
SGMS2	gene	SGMS2	Expert list;Expert Review Green	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Calvarial doughnut lesions with bone fragility with or without spondylometaphyseal dysplasia, OMIM:126550;calvarial doughnut lesions-bone fragility syndrome, MONDO:0007470				30779713;32028018		False	3	100;0;0	7.5	False		ENSG00000164023	ENSG00000164023	HGNC:28395													
SGSH	gene	SGSH	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Mucopolysaccharidisis type IIIA (Sanfilippo A) 252900						False	3	67;33;0	7.5	False		ENSG00000181523	ENSG00000181523	HGNC:10818													
SH3BP2	gene	SH3BP2	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Cherubism, OMIM:118400						False	3	67;33;0	7.5	False		ENSG00000087266	ENSG00000087266	HGNC:10825													
SH3PXD2B	gene	SH3PXD2B	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Frank-ter Haar syndrome 249420						False	3	67;33;0	7.5	False		ENSG00000174705	ENSG00000174705	HGNC:29242													
SHOX	gene	SHOX	Emory Genetics Laboratory;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Langer mesomelic dysplasia, OMIM:249700 (PR);Leri-Weill dyschondrosteosis, OMIM:127300 (PD);Short stature, idiopathic familial, OMIM:300582;Dorsolateral bowed, short radii;Bowing and curving of radius;Radioulnar shortening						False	3	75;25;0	7.5	False		ENSG00000185960	ENSG00000185960	HGNC:10853													
SKI	gene	SKI	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Shprintzen-Goldberg syndrome 182212						False	3	67;33;0	7.5	False		ENSG00000157933	ENSG00000157933	HGNC:10896													
SLC10A7	gene	SLC10A7	Expert Review Green;Literature	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	skeletal dysplasia and amelogenesis imperfecta;Short stature, amelogenesis imperfecta, and skeletal dysplasia with scoliosis 618363				30082715;30082715		False	3	0;0;0	7.5	False		ENSG00000120519	ENSG00000120519	HGNC:23088													
SLC17A5	gene	SLC17A5	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Salla disease, OMIM:604369;Sialic acid storage disorder, infantile, OMIM:269920						False	3	67;33;0	7.5	False		ENSG00000119899	ENSG00000119899	HGNC:10933													
SLC26A2	gene	SLC26A2	Emory Genetics Laboratory;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	ACG1B,DD,rMED;multiple epiphyseal dysplasia;Multiple Epiphyseal Dysplasia, Recessive;Epiphyseal dysplasia, multiple, 4						False	3	75;25;0	7.5	False		ENSG00000155850	ENSG00000155850	HGNC:10994													
SLC29A3	gene	SLC29A3	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Histiocytosis-lymphadenopathy plus syndrome, OMIM:602782						False	3	67;33;0	7.5	False		ENSG00000198246	ENSG00000198246	HGNC:23096													
SLC34A1	gene	SLC34A1	Expert Review Green;Other	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Nephrolithiasis/osteoporosis, hypophosphatemic, 1, 612286				12324554;9560283;25050900		False	3	100;0;0	7.5	False		ENSG00000131183	ENSG00000131183	HGNC:11019													
SLC34A3	gene	SLC34A3	Emory Genetics Laboratory;Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Hypophosphatemic rickets with hypercalciuria 241530						False	3	67;33;0	7.5	False		ENSG00000198569	ENSG00000198569	HGNC:20305													
SLC35C1	gene	SLC35C1	Expert Review Green;Other	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type IIc 266265;GDP-fucose transporter deficiency (Disorders of multiple glycosylation and other glycosylation pathways)				11326280;12476046		False	3	0;0;0	7.5	False		ENSG00000181830	ENSG00000181830	HGNC:20197													
SLC35D1	gene	SLC35D1	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	"Schneckenbecken dysplasia 269250;Schneckenbecken dysplasia	269250"						False	3	67;33;0	7.5	False		ENSG00000116704	ENSG00000116704	HGNC:20800													
SLC39A13	gene	SLC39A13	Emory Genetics Laboratory;Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Spondylocheirodysplasia, Ehlers-Danlos syndrome-like 612350						False	3	67;33;0	7.5	False		ENSG00000165915	ENSG00000165915	HGNC:20859													
SLCO2A1	gene	SLCO2A1	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	"Hypertrophic osteoarthropathy, primary, autosomal recessive 2 614441;Hypertrophic osteoarthropathy, primary, autosomal recessive 2	614441"						False	3	75;25;0	7.5	False		ENSG00000174640	ENSG00000174640	HGNC:10955													
SMAD3	gene	SMAD3	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Loeys-Dietz syndrome 3 613795						False	3	67;33;0	7.5	False		ENSG00000166949	ENSG00000166949	HGNC:6769													
SMAD4	gene	SMAD4	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Myhre syndrome	139210;Myhre syndrome 139210"						False	3	67;33;0	7.5	False		ENSG00000141646	ENSG00000141646	HGNC:6770													
SMAD6	gene	SMAD6	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	{Radioulnar synostosis, nonsyndromic}, OMIM:179300				31138930		False	3	100;0;0	7.5	False		ENSG00000137834	ENSG00000137834	HGNC:6772													
SMARCAL1	gene	SMARCAL1	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Schimke immunoosseous dysplasia, OMIM:242900						False	3	67;33;0	7.5	False		ENSG00000138375	ENSG00000138375	HGNC:11102													
SMC1A	gene	SMC1A	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Cornelia de Lange syndrome 2, OMIM:300590;Cornelia de Lange syndrome 2, MONDO:0010370						False	3	67;33;0	7.5	False		ENSG00000072501	ENSG00000072501	HGNC:11111													
SMC3	gene	SMC3	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Cornelia de Lange syndrome 3 610759						False	3	67;33;0	7.5	False		ENSG00000108055	ENSG00000108055	HGNC:2468													
SMOC1	gene	SMOC1	Expert Review;Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Microphthalmia with limb anomalies 206920;Ophthalmo-acromelic syndrome;Polydactyly				21194678;21194680		False	3	50;50;0	7.5	False		ENSG00000198732	ENSG00000198732	HGNC:20318													
SNRPB	gene	SNRPB	Expert list;Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Cerebrocostomandibular syndrome 117650						False	3	67;33;0	7.5	False		ENSG00000125835	ENSG00000125835	HGNC:11153													
SNX10	gene	SNX10	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Osteopetrosis, autosomal recessive 8 615085				23280965		False	3	67;33;0	7.5	False		ENSG00000086300	ENSG00000086300	HGNC:14974													
SOST	gene	SOST	Expert;Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Craniodiaphyseal dysplasia, autosomal dominant 122860;Van Buchem disease 239100;Sclerosteosis 1 269500						False	3	67;33;0	7.5	False		ENSG00000167941	ENSG00000167941	HGNC:13771													
SOX9	gene	SOX9	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Campomelic dysplasia with autosomal sex reversal 114290;Acampomelic campomelic dysplasia 114290;Campomelic dysplasia 114290						False	3	75;25;0	7.5	False		ENSG00000125398	ENSG00000125398	HGNC:11204													
SP7	gene	SP7	Emory Genetics Laboratory;Expert;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Osteogenesis imperfecta, type XII 613849				2057926;29382611		False	3	50;50;0	7.5	False		ENSG00000170374	ENSG00000170374	HGNC:17321													
SPARC	gene	SPARC	Expert list;Expert Review Green	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Osteogenesis imperfecta, type XVII, OMIM:616507				26027498;34462290		False	3	100;0;0	7.5	False		ENSG00000113140	ENSG00000113140	HGNC:11219													
