Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
OFD1	gene	OFD1	Emory Genetics Laboratory;Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Orofaciodigital syndrome I 311200 XLD;Simpson-Golabi-Behmel syndrome, type 2 300209 XLR;Joubert syndrome 10 300804			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000046651	ENSG00000046651	HGNC:2567													
ORC1	gene	ORC1	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	"Meier-Gorlin syndrome 1 224690;Meier-Gorlin syndrome 1	224690"			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000085840	ENSG00000085840	HGNC:8487													
ORC4	gene	ORC4	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	"Meier-Gorlin syndrome 2	613800;Meier-Gorlin syndrome 2 613800"			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000115947	ENSG00000115947	HGNC:8490													
ORC6	gene	ORC6	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	"Meier-Gorlin syndrome 3 613803;Meier-Gorlin syndrome 3	613803"			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000091651	ENSG00000091651	HGNC:17151													
OSTM1	gene	OSTM1	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Osteopetrosis, autosomal recessive 5 259720			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000081087	ENSG00000081087	HGNC:21652													
P3H1	gene	P3H1	Emory Genetics Laboratory;Expert list;Expert Review Green;NHS GMS;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Osteogenesis imperfecta, type VIII 610915			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000117385	ENSG00000117385	HGNC:19316													
P4HB	gene	P4HB	Expert Review;Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Cole-Carpenter syndrome 1	112240;Cole-Carpenter syndrome 1 112240"			Skeletal dysplasia;HP:0002652	25683117;29384951;30063094		False	3	100;0;0	0.298	False	Other	ENSG00000185624	ENSG00000185624	HGNC:8548													
PAM16	gene	PAM16	Expert list;Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Spondylometaphyseal dysplasia, Megarbane-Dagher-Melike type  613320			Skeletal dysplasia;HP:0002652	27354339;24786642		False	3	100;0;0	0.298	True		ENSG00000217930	ENSG00000217930	HGNC:29679													
PAPSS2	gene	PAPSS2	Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Brachyolmia 4 with mild epiphyseal and metaphyseal changes 612847			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000198682	ENSG00000198682	HGNC:8604													
PAX3	gene	PAX3	Expert Review Green;Illumina TruGenome Clinical Sequencing Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Waardenburg syndrome, type 3, 148820;Craniofacial-deafness-hand syndrome, 122880;Waardenburg syndrome, type 1, 193500			Skeletal dysplasia;HP:0002652	7726174;26443304;12949970;30173992;8447316;11683776;6340503		False	3	100;0;0	0.298	False		ENSG00000135903	ENSG00000135903	HGNC:8617													
PCNT	gene	PCNT	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Microcephalic osteodysplastic primordial dwarfism, type II 210720			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000160299	ENSG00000160299	HGNC:16068													
PCYT1A	gene	PCYT1A	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	"Spondylometaphyseal dysplasia with cone-rod dystrophy 608940;Spondylometaphyseal dysplasia with cone-rod dystrophy	608940"			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000161217	ENSG00000161217	HGNC:8754													
PDE3A	gene	PDE3A	Expert Review Green;Literature;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hypertension and brachydactyly syndrome, 112410			Skeletal dysplasia;HP:0002652	25961942;9696728		False	3	100;0;0	0.298	False	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000172572	ENSG00000172572	HGNC:8778													
PDE4D	gene	PDE4D	Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Acrodysostosis 2, with or without hormone resistance	614613;Acrodysostosis 2, with or without hormone resistance 614613"			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000113448	ENSG00000113448	HGNC:8783													
PEX5	gene	PEX5	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Rhizomelic chondrodysplasia punctata, type 5 616716;Peroxisome biogenesis disorder 2A (Zellweger) 214110			Skeletal dysplasia;HP:0002652	18712838		False	3	100;0;0	0.298	False		ENSG00000139197	ENSG00000139197	HGNC:9719													
PEX7	gene	PEX7	Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Rhizomelic CDP type 1;Rhizomelic chondrodysplasia punctata, type 1, 215100			Skeletal dysplasia;HP:0002652	28742517;7719337;25800479		False	3	100;0;0	0.298	False		ENSG00000112357	ENSG00000112357	HGNC:8860													
PGM3	gene	PGM3	Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	"Immunodeficiency 23	615816;Immunodeficiency 23 615816"			Skeletal dysplasia;HP:0002652	24931394		False	3	100;0;0	0.298	False		ENSG00000013375	ENSG00000013375	HGNC:8907													
PHEX	gene	PHEX	Emory Genetics Laboratory;Expert;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Hypophosphatemic rickets, X-linked dominant 307800			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000102174	ENSG00000102174	HGNC:8918													
PHF6	gene	PHF6	Expert Review Green;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Borjeson-Forssman-Lehmann syndrome, MIM# 301900			Skeletal dysplasia;HP:0002652	16912705		False	3	100;0;0	0.298	True		ENSG00000156531	ENSG00000156531	HGNC:18145													
PHGDH	gene	PHGDH	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Phosphoglycerate dehydrogenase deficiency 601815;Neu-Laxova syndrome 1 256520			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000092621	ENSG00000092621	HGNC:8923													
PIGT	gene	PIGT	Expert list;Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Multiple congenital anomalies-hypotonia-seizures syndrome 3 615398			Skeletal dysplasia;HP:0002652	28327575;29868109		False	3	100;0;0	0.298	False		ENSG00000124155	ENSG00000124155	HGNC:14938													
PIGV	gene	PIGV	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Hyperphosphatasia with mental retardation syndrome 1 239300			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000060642	ENSG00000060642	HGNC:26031													
PIK3C2A	gene	PIK3C2A	Expert list;Expert Review Green;Literature	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Oculoskeletodental syndrome 618440			Skeletal dysplasia;HP:0002652	31034465		False	3	100;0;0	0.298	False		ENSG00000011405	ENSG00000011405	HGNC:8971													
PIK3R1	gene	PIK3R1	Expert list;Expert Review Green;NHS GMS;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	SHORT syndrome 269880			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000145675	ENSG00000145675	HGNC:8979													
PISD	gene	PISD	Expert Review Green;Literature	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	"Liberfarb syndrome MIM#	618889;Spondylometaphyseal dysplasia with large epiphyses, MONDO:0100510"			Skeletal dysplasia;HP:0002652	30488656;31263216;30858161		False	3	50;50;0	0.298	True		ENSG00000241878	ENSG00000241878	HGNC:8999													
PITX1	gene	PITX1	Emory Genetics Laboratory;Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Liebenberg syndrome 186550;Clubfoot, congenital, with or without deficiency of long bones and/or mirror-image polydactyly 119800			Skeletal dysplasia;HP:0002652	23587911;23022097;30459804		False	3	100;0;0	0.298	False		ENSG00000069011	ENSG00000069011	HGNC:9004													
PKDCC	gene	PKDCC	Expert Review Green;Literature	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Rhizomelic limb shortening with dysmorphic features, MIM# 618821			Skeletal dysplasia;HP:0002652	30478137;19097194;36896672		False	3	50;50;0	0.298	True		ENSG00000162878	ENSG00000162878	HGNC:25123													
PLOD2	gene	PLOD2	Emory Genetics Laboratory;Expert;Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Bruck syndrome 2 609220			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000152952	ENSG00000152952	HGNC:9082													
PLS3	gene	PLS3	Expert Review;Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Bone mineral density QTL18, osteoporosis 300910			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000102024	ENSG00000102024	HGNC:9091													
POC1A	gene	POC1A	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	"Short stature, onychodysplasia, facial dysmorphism, and hypotrichosis 614813;Short stature, onychodysplasia, facial dysmorphism, and hypotrichosis	614813"			Skeletal dysplasia;HP:0002652	26374189;26162852;26336158		False	3	100;0;0	0.298	False		ENSG00000164087	ENSG00000164087	HGNC:24488													
POLR1A	gene	POLR1A	Expert list;Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Acrofacial dysostosis, Cincinnati type 616462			Skeletal dysplasia;HP:0002652	25913037		False	3	100;0;0	0.298	False		ENSG00000068654	ENSG00000068654	HGNC:17264													
POLR1B	gene	POLR1B	Expert Review Green;Literature	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Treacher-Collins syndrome type 4			Skeletal dysplasia;HP:0002652	31649276		False	3	50;50;0	0.298	True		ENSG00000125630	ENSG00000125630	HGNC:20454													
POLR1C	gene	POLR1C	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Treacher Collins syndrome 3 248390			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000171453	ENSG00000171453	HGNC:20194													
POLR1D	gene	POLR1D	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Treacher Collins syndrome 2 613717			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000186184	ENSG00000186184	HGNC:20422													
POP1	gene	POP1	Expert list;Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Anauxetic dysplasia 2, 617396			Skeletal dysplasia;HP:0002652	27380734;28067412;21455487		False	3	100;0;0	0.298	False		ENSG00000104356	ENSG00000104356	HGNC:30129													
POR	gene	POR	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis 201750;Disordered steroidogenesis due to cytochrome P450 oxidoreductase 613571			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000127948	ENSG00000127948	HGNC:9208													
PPIB	gene	PPIB	Emory Genetics Laboratory;Expert;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	"Osteogenesis imperfecta, type IX 259440;Osteogenesis imperfecta, type IX	259440"			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000166794	ENSG00000166794	HGNC:9255													
PRKAR1A	gene	PRKAR1A	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Pigmented nodular adrenocortical disease, primary, 1 610489;Acrodysostosis 1, with or without hormone resistance 101800;Myxoma, intracardiac 255960			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000108946	ENSG00000108946	HGNC:9388													
PRKG2	gene	PRKG2	Expert Review Green;Literature	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Acromesomelic dysplasia 4, MIM# 619636;Spondylometaphyseal dysplasia, Pagnamenta type, MIM# 619638			Skeletal dysplasia;HP:0002652	33106379;34782440		False	3	100;0;0	0.298	True		ENSG00000138669	ENSG00000138669	HGNC:9416													
PRMT7	gene	PRMT7	Expert Review Green;NHS GMS;Other;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Short stature, brachydactyly, intellectual developmental disability, and seizures  617157			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000132600	ENSG00000132600	HGNC:25557													
PSAT1	gene	PSAT1	Expert list;Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Neu-Laxova syndrome 2 616038			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000135069	ENSG00000135069	HGNC:19129													
PSPH	gene	PSPH	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Phosphoserine phosphatase deficiency 614023			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000146733	ENSG00000146733	HGNC:9577													
PTDSS1	gene	PTDSS1	Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Lenz-Majewski hyperostotic dwarfism 151050			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000156471	ENSG00000156471	HGNC:9587													
PTH1R	gene	PTH1R	Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Failure of tooth eruption, primary 125350;Eiken syndrome 600002;Metaphyseal chondrodysplasia, Murk Jansen type 156400;Chondrodysplasia, Blomstrand type 215045			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000160801	ENSG00000160801	HGNC:9608													
PTHLH	gene	PTHLH	Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"Brachydactyly, type E2	613382;Brachydactyly, type E2 613382"			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000087494	ENSG00000087494	HGNC:9607													
PTPN11	gene	PTPN11	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"LEOPARD syndrome 1 151100;Noonan syndrome 1 163950;Metachondromatosis 156250;LEOPARD syndrome 1	151100"			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000179295	ENSG00000179295	HGNC:9644													
PUF60	gene	PUF60	Expert Review Green;Literature;NHS GMS;Other	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Verheij syndrome, 615583;Chromosome 8q24.3 deletion syndrome;VRJS;PUF60 syndrome			Skeletal dysplasia;HP:0002652	28327570;24140112;27804958		False	3	100;0;0	0.298	False		ENSG00000179950	ENSG00000179950	HGNC:17042													
PYCR1	gene	PYCR1	Emory Genetics Laboratory;Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Cutis laxa, autosomal recessive, type IIIB 614438;Cutis laxa, autosomal recessive, type IIB 612940			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000183010	ENSG00000183010	HGNC:9721													
RAB23	gene	RAB23	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Carpenter syndrome 201000			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000112210	ENSG00000112210	HGNC:14263													
RAB33B	gene	RAB33B	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Smith-McCort dysplasia 2 615222			Skeletal dysplasia;HP:0002652	23042644;28127940;22652534;16470731		False	3	100;0;0	0.298	False		ENSG00000172007	ENSG00000172007	HGNC:16075													
RAB34	gene	RAB34	Expert Review Green;Literature	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Orofaciodigital syndrome 20, MIM#620718			Skeletal dysplasia;HP:0002652	37619988;37384395		False	3	100;0;0	0.298	True		ENSG00000109113	ENSG00000109113	HGNC:16519													
RAB3GAP2	gene	RAB3GAP2	Expert Review Green;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	"Martsolf syndrome 1	MIM#212720"			Skeletal dysplasia;HP:0002652	23420520;20967465		False	3	100;0;0	0.298	True		ENSG00000118873	ENSG00000118873	HGNC:17168													
RASGRP2	gene	RASGRP2	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Bleeding disorder, platelet-type, 18 615888, also with osteopetrosis like bone abnormalities and neurodevelopmental defects;Bleeding disorder, platelet-type, 18 615888			Skeletal dysplasia;HP:0002652	18709451;24958846		False	3	100;0;0	0.298	False		ENSG00000068831	ENSG00000068831	HGNC:9879													
RBM8A	gene	RBM8A	Emory Genetics Laboratory;Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Thrombocytopenia-absent radius syndrome 274000			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000131795	ENSG00000265241	HGNC:9905													
RBPJ	gene	RBPJ	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Adams-Oliver syndrome 3, 614814			Skeletal dysplasia;HP:0002652	28160419;22883147;29924900		False	3	100;0;0	0.298	False		ENSG00000168214	ENSG00000168214	HGNC:5724													
RECQL4	gene	RECQL4	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Rothmund-Thomson syndrome 268400;Baller-Gerold syndrome 218600;RAPILINO syndrome 266280			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000160957	ENSG00000160957	HGNC:9949													
RFT1	gene	RFT1	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type In 612015			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000163933	ENSG00000163933	HGNC:30220													
RIPPLY2	gene	RIPPLY2	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Spondylocostal dysostosis 6, MIM# 616566			Skeletal dysplasia;HP:0002652	25343988;26238661;33410135;32212228;29761784		False	3	100;0;0	0.298	True		ENSG00000203877	ENSG00000203877	HGNC:21390													
RMRP	gene	RMRP	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Anauxetic dysplasia 607095;Cartilage-hair hypoplasia 250250;Metaphyseal dysplasia without hypotrichosis 250460			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000269900	ENSG00000269900	HGNC:10031													
RNU4ATAC	gene	RNU4ATAC	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Microcephalic osteodysplastic primordial dwarfism, type I 210710;Roifman syndrome 616651			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000264229	ENSG00000264229	HGNC:34016													
ROR2	gene	ROR2	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Brachydactyly, type B1 113000;Robinow syndrome, autosomal recessive 268310			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000169071	ENSG00000169071	HGNC:10257													
